product_name,brands,categories,countries,ingredients_text,nutriments,scraped_at
Ain Saïss,Danone,"Boissons,Eaux,Eaux de sources,Eaux minérales,Boissons sans alcool,Boissons sans sucre ajouté",Maroc,Eau minérale naturelle,"{'alcohol': 0, 'alcohol_100g': 0, 'alcohol_serving': 0, 'alcohol_unit': '% vol', 'alcohol_value': 0, 'bicarbonate': 0.000372, 'bicarbonate_100g': 0.000372, 'bicarbonate_serving': 0.00372, 'bicarbonate_unit': 'mg', 'bicarbonate_value': 0.372, 'calcium': 6.35e-05, 'calcium_100g': 6.35e-05, 'calcium_serving': 0.000635, 'calcium_unit': 'mg', 'calcium_value': 0.0635, 'carbohydrates': 0, 'carbohydrates_100g': 0, 'carbohydrates_serving': 0, 'carbohydrates_unit': 'g', 'carbohydrates_value': 0, 'energy': 0, 'energy-kcal': 0, 'energy-kcal_100g': 0, 'energy-kcal_serving': 0, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 0, 'energy-kcal_value_computed': 0, 'energy-kj': 0, 'energy-kj_100g': 0, 'energy-kj_serving': 0, 'energy-kj_unit': 'kJ', 'energy-kj_value': 0, 'energy-kj_value_computed': 0, 'energy_100g': 0, 'energy_serving': 0, 'energy_unit': 'kJ', 'energy_value': 0, 'fat': 0, 'fat_100g': 0, 'fat_serving': 0, 'fat_unit': 'g', 'fat_value': 0, 'fiber': 0, 'fiber_100g': 0, 'fiber_serving': 0, 'fiber_unit': 'g', 'fiber_value': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 0, 'magnesium': 3.55e-05, 'magnesium_100g': 3.55e-05, 'magnesium_serving': 0.000355, 'magnesium_unit': 'mg', 'magnesium_value': 0.0355, 'nova-group': 1, 'nova-group_100g': 1, 'nova-group_serving': 1, 'nutrition-score-fr': 0, 'nutrition-score-fr_100g': 0, 'potassium': 1e-06, 'potassium_100g': 1e-06, 'potassium_serving': 1e-05, 'potassium_unit': 'mg', 'potassium_value': 0.001, 'proteins': 0, 'proteins_100g': 0, 'proteins_serving': 0, 'proteins_unit': 'g', 'proteins_value': 0, 'salt': 0, 'salt_100g': 0, 'salt_serving': 0, 'salt_unit': 'g', 'salt_value': 0, 'saturated-fat': 0, 'saturated-fat_100g': 0, 'saturated-fat_serving': 0, 'saturated-fat_unit': 'g', 'saturated-fat_value': 0, 'sodium': 0, 'sodium_100g': 0, 'sodium_serving': 0, 'sodium_unit': 'g', 'sodium_value': 0, 'sugars': 0, 'sugars_100g': 0, 'sugars_serving': 0, 'sugars_unit': 'g', 'sugars_value': 0}",2025-11-27 17:52:39
Eau minéral naturelle,Ain atlas,"Beverages,Waters,Spring waters,Mineral waters,Natural mineral waters",Morocco,0800 94 Aïn Atlas EAU MINÉRALE NATURELLE 55 VOTRE CAFÉ POUR ACCOMPAGNER An Atlas ANNEMANG BLE,"{'carbohydrates': 0, 'carbohydrates_100g': 0, 'carbohydrates_unit': 'g', 'carbohydrates_value': 0, 'energy': 0, 'energy-kcal': 0, 'energy-kcal_100g': 0, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 0, 'energy-kcal_value_computed': 0, 'energy-kj': 0, 'energy-kj_100g': 0, 'energy-kj_unit': 'kJ', 'energy-kj_value': 0, 'energy-kj_value_computed': 0, 'energy_100g': 0, 'energy_unit': 'kJ', 'energy_value': 0, 'fat': 0, 'fat_100g': 0, 'fat_unit': 'g', 'fat_value': 0, 'fiber': 0, 'fiber_100g': 0, 'fiber_unit': 'g', 'fiber_value': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 0, 'nutrition-score-fr': 0, 'nutrition-score-fr_100g': 0, 'proteins': 0, 'proteins_100g': 0, 'proteins_unit': 'g', 'proteins_value': 0, 'salt': 0, 'salt_100g': 0, 'salt_unit': 'g', 'salt_value': 0, 'saturated-fat': 0, 'saturated-fat_100g': 0, 'saturated-fat_unit': 'g', 'saturated-fat_value': 0, 'sodium': 0, 'sodium_100g': 0, 'sodium_unit': 'g', 'sodium_value': 0, 'sugars': 0, 'sugars_100g': 0, 'sugars_unit': 'g', 'sugars_value': 0}",2025-11-27 17:52:39
6111035000027,Sidi Ali,Eaux minérales naturelles,Maroc,"Composition minérale en mg/
Résidu sec à 110°C: 186
12 t S Sodium 26 tCalciumMagnésium9 tiiSulfates 42 i3 t H Chiorures 14Potassium
Bicarbonates 104 i Nitrates","{'carbohydrates': 0, 'carbohydrates_100g': 0, 'carbohydrates_unit': 'g', 'carbohydrates_value': 0, 'energy': 0, 'energy-kcal': 0, 'energy-kcal_100g': 0, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 0, 'energy-kcal_value_computed': 0, 'energy_100g': 0, 'energy_unit': 'kcal', 'energy_value': 0, 'fat': 0, 'fat_100g': 0, 'fat_unit': 'g', 'fat_value': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 0, 'nutrition-score-fr': 0, 'nutrition-score-fr_100g': 0, 'proteins': 0, 'proteins_100g': 0, 'proteins_unit': 'g', 'proteins_value': 0, 'salt': 0.0065, 'salt_100g': 0.0065, 'salt_unit': 'g', 'salt_value': 0.0065, 'saturated-fat': 0, 'saturated-fat_100g': 0, 'saturated-fat_unit': 'g', 'saturated-fat_value': 0, 'sodium': 0.0026, 'sodium_100g': 0.0026, 'sodium_unit': 'g', 'sodium_value': 0.0026, 'sugars': 0, 'sugars_100g': 0, 'sugars_unit': 'g', 'sugars_value': 0}",2025-11-27 17:52:39
Marmite Yeast Extract,"Marmite,Unilever","Fermented foods,Spreads,Salted spreads,Yeast extract spreads","France,Germany,Ireland,Italy,Netherlands,Spain,United Kingdom,United States","yeast extract, barley, wheat, oats, rye, salt, vegetable juice concentrate, thiamin, riboflavin, niacin, vitamin B12, folic acid, natural flavouring, celery","{'carbohydrates': 30, 'carbohydrates_100g': 30, 'carbohydrates_serving': 2.4, 'carbohydrates_unit': 'g', 'carbohydrates_value': 30, 'energy': 1100, 'energy-kcal': 260, 'energy-kcal_100g': 260, 'energy-kcal_serving': 20.8, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 260, 'energy-kcal_value_computed': 260.5, 'energy-kj': 1100, 'energy-kj_100g': 1100, 'energy-kj_serving': 88, 'energy-kj_unit': 'kJ', 'energy-kj_value': 1100, 'energy-kj_value_computed': 1106.5, 'energy_100g': 1100, 'energy_serving': 88, 'energy_unit': 'kJ', 'energy_value': 1100, 'fat': 0.5, 'fat_100g': 0.5, 'fat_modifier': '<', 'fat_serving': 0.04, 'fat_unit': 'g', 'fat_value': 0.5, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 0.0056966145833286, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 0.0056966145833286, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 0.734863281249993, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 0.734863281249993, 'nova-group': 4, 'nova-group_100g': 4, 'nova-group_serving': 4, 'nutrition-score-fr': 23, 'nutrition-score-fr_100g': 23, 'proteins': 34, 'proteins_100g': 34, 'proteins_serving': 2.72, 'proteins_unit': 'g', 'proteins_value': 34, 'salt': 10.8, 'salt_100g': 10.8, 'salt_serving': 0.864, 'salt_unit': 'g', 'salt_value': 10.8, 'saturated-fat': 0.1, 'saturated-fat_100g': 0.1, 'saturated-fat_modifier': '<', 'saturated-fat_serving': 0.008, 'saturated-fat_unit': 'g', 'saturated-fat_value': 0.1, 'sodium': 4.32, 'sodium_100g': 4.32, 'sodium_serving': 0.346, 'sodium_unit': 'g', 'sodium_value': 4.32, 'sugars': 1.2, 'sugars_100g': 1.2, 'sugars_serving': 0.096, 'sugars_unit': 'g', 'sugars_value': 1.2, 'vitamin-b1': 0.0077, 'vitamin-b12': 2.4e-05, 'vitamin-b12_100g': 2.4e-05, 'vitamin-b12_label': '0', 'vitamin-b12_serving': 1.92e-06, 'vitamin-b12_unit': 'µg', 'vitamin-b12_value': 24, 'vitamin-b1_100g': 0.0077, 'vitamin-b1_label': '0', 'vitamin-b1_serving': 0.000616, 'vitamin-b1_unit': 'mg', 'vitamin-b1_value': 7.7, 'vitamin-b2': 0.0068, 'vitamin-b2_100g': 0.0068, 'vitamin-b2_label': '0', 'vitamin-b2_serving': 0.000544, 'vitamin-b2_unit': 'mg', 'vitamin-b2_value': 6.8, 'vitamin-b9': 0.00125, 'vitamin-b9_100g': 0.00125, 'vitamin-b9_label': '0', 'vitamin-b9_serving': 0.0001, 'vitamin-b9_unit': 'µg', 'vitamin-b9_value': 1250, 'vitamin-pp': 0.069, 'vitamin-pp_100g': 0.069, 'vitamin-pp_label': '0', 'vitamin-pp_serving': 0.00552, 'vitamin-pp_unit': 'mg', 'vitamin-pp_value': 69}",2025-11-27 17:52:39
,Jaouda,"Produits laitiers,Produits fermentés,Produits laitiers fermentés,Desserts,Desserts lactés,Desserts lactés fermentés,Fromages blancs - petit suisses et skyr,Yaourts,Desserts lactés fermentés nature,Fromages blancs,Fromages blancs natures",Maroc,"lait ecremé, créme, ferments lactiques. Matière grasse: 6% Poids net:90g","{'calcium': 0.24, 'calcium_100g': 0.24, 'calcium_serving': 0.216, 'calcium_unit': 'mg', 'calcium_value': 240, 'carbohydrates': 4.2, 'carbohydrates_100g': 4.2, 'carbohydrates_serving': 3.78, 'carbohydrates_unit': 'g', 'carbohydrates_value': 4.2, 'energy': 423, 'energy-kcal': 101, 'energy-kcal_100g': 101, 'energy-kcal_serving': 90.9, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 101, 'energy-kcal_value_computed': 101.2, 'energy_100g': 423, 'energy_serving': 381, 'energy_unit': 'kcal', 'energy_value': 101, 'fat': 6, 'fat_100g': 6, 'fat_serving': 5.4, 'fat_unit': 'g', 'fat_value': 6, 'fiber': 0, 'fiber_100g': 0, 'fiber_serving': 0, 'fiber_unit': 'g', 'fiber_value': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 0, 'nova-group': 1, 'nova-group_100g': 1, 'nova-group_serving': 1, 'nutrition-score-fr': -2, 'nutrition-score-fr_100g': -2, 'proteins': 7.6, 'proteins_100g': 7.6, 'proteins_serving': 6.84, 'proteins_unit': 'g', 'proteins_value': 7.6, 'salt': 0, 'salt_100g': 0, 'salt_serving': 0, 'salt_unit': 'g', 'salt_value': 0, 'saturated-fat': 0, 'saturated-fat_100g': 0, 'saturated-fat_serving': 0, 'saturated-fat_unit': 'g', 'saturated-fat_value': 0, 'sodium': 0, 'sodium_100g': 0, 'sodium_serving': 0, 'sodium_unit': 'g', 'sodium_value': 0, 'sugars': 0, 'sugars_100g': 0, 'sugars_serving': 0, 'sugars_unit': 'g', 'sugars_value': 0}",2025-11-27 17:52:39
,Salim,"Dairies, Milks, Fresh milks, en:semi-skimmed-milks",en:Morocco,lait partiellement écrémé,"{'calcium': 0.12, 'calcium_100g': 0.12, 'calcium_unit': 'mg', 'calcium_value': 120, 'carbohydrates': 4.8, 'carbohydrates_100g': 4.8, 'carbohydrates_unit': 'g', 'carbohydrates_value': 4.8, 'energy': 188, 'energy-kcal': 45, 'energy-kcal_100g': 45, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 45, 'energy-kcal_value_computed': 44.7, 'energy_100g': 188, 'energy_unit': 'kcal', 'energy_value': 45, 'fat': 1.5, 'fat_100g': 1.5, 'fat_unit': 'g', 'fat_value': 1.5, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 0, 'nova-group': 1, 'nova-group_100g': 1, 'nova-group_serving': 1, 'nutrition-score-fr': -3, 'nutrition-score-fr_100g': -3, 'proteins': 3, 'proteins_100g': 3, 'proteins_unit': 'g', 'proteins_value': 3, 'salt': 0, 'salt_100g': 0, 'salt_unit': 'g', 'salt_value': 0, 'saturated-fat': 1, 'saturated-fat_100g': 1, 'saturated-fat_unit': 'g', 'saturated-fat_value': 1, 'sodium': 0, 'sodium_100g': 0, 'sodium_unit': 'g', 'sodium_value': 0, 'sugars': 0, 'sugars_100g': 0, 'sugars_unit': 'g', 'sugars_value': 0}",2025-11-27 17:52:39
,lilia,"Plant-based foods and beverages,Dairies,Plant-based foods,Fats,Spreads,Plant-based spreads,Salted spreads,Vegetable fats,Spreadable fats,Animal fats,Dairy spreads,Margarines,Milkfat,Butters","Morocco,United States","زيوت نباتية مصفاة غير مهدرجة مل طيب نشأ الفرد مستحبات (2471) و (478) تسكين الصوجا (1222) حمض السورية (200) السيتريك (2300) مضادات الأكسدة سوريات البوتاسيوم (1202) حم خليط الشوكوفيرولات)، منكم ملون (1600) وفينا , AU : يحفظ في مكان بارد درجة TERR All FRANS : Tents","{'carbohydrates': 0.2, 'carbohydrates_100g': 0.2, 'carbohydrates_unit': 'g', 'carbohydrates_value': 0.2, 'energy': 2824, 'energy-kcal': 675, 'energy-kcal_100g': 675, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 675, 'energy-kcal_value_computed': 676.2, 'energy_100g': 2824, 'energy_unit': 'kcal', 'energy_value': 675, 'fat': 75, 'fat_100g': 75, 'fat_unit': 'g', 'fat_value': 75, 'fiber': 0, 'fiber_100g': 0, 'fiber_unit': 'g', 'fiber_value': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 0, 'nutrition-score-fr': 18, 'nutrition-score-fr_100g': 18, 'proteins': 0.1, 'proteins_100g': 0.1, 'proteins_unit': 'g', 'proteins_value': 0.1, 'salt': 0.5, 'salt_100g': 0.5, 'salt_unit': 'g', 'salt_value': 0.5, 'saturated-fat': 34, 'saturated-fat_100g': 34, 'saturated-fat_unit': 'g', 'saturated-fat_value': 34, 'sodium': 0.2, 'sodium_100g': 0.2, 'sodium_unit': 'g', 'sodium_value': 0.2, 'sugars': 0, 'sugars_100g': 0, 'sugars_unit': 'g', 'sugars_value': 0}",2025-11-27 17:52:39
اكوافينا,pepsi,"Eaux,Eaux de table",Maroc,Aqua,"{'carbohydrates': 0, 'carbohydrates_100g': 0, 'carbohydrates_unit': 'g', 'carbohydrates_value': 0, 'energy': 0, 'energy-kcal': 0, 'energy-kcal_100g': 0, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 0, 'energy-kcal_value_computed': 0, 'energy-kj': 0, 'energy-kj_100g': 0, 'energy-kj_unit': 'kJ', 'energy-kj_value': 0, 'energy-kj_value_computed': 0, 'energy_100g': 0, 'energy_unit': 'kJ', 'energy_value': 0, 'fat': 0, 'fat_100g': 0, 'fat_unit': 'g', 'fat_value': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 0, 'nova-group': 1, 'nova-group_100g': 1, 'nova-group_serving': 1, 'nutrition-score-fr': 0, 'nutrition-score-fr_100g': 0, 'proteins': 0, 'proteins_100g': 0, 'proteins_unit': 'g', 'proteins_value': 0, 'salt': 0, 'salt_100g': 0, 'salt_unit': 'g', 'salt_value': 0, 'saturated-fat': 0, 'saturated-fat_100g': 0, 'saturated-fat_unit': 'g', 'saturated-fat_value': 0, 'sodium': 0, 'sodium_100g': 0, 'sodium_unit': 'g', 'sodium_value': 0, 'sugars': 0, 'sugars_100g': 0, 'sugars_unit': 'g', 'sugars_value': 0}",2025-11-27 17:52:39
Prince Goût Chocolat,LU,"Snacks,Breakfasts,Sweet snacks,Biscuits and cakes,Biscuits and crackers,Sandwich biscuits","Algeria,Belgium,France,French Polynesia,Germany,Guadeloupe,Hungary,Luxembourg,Martinique,Morocco,New Caledonia,Réunion,Spain,Switzerland,United States","Céréale 50 % (Farine de blé 34,8 %, farine de blé complet 15,2 %), sucre, huiles végétales (palme, colza), cacao maigre en poudre 4,5 %, sirop de glucose, amidon de blé, poudres à lever (carbonates d'ammonium, carbonates de sodium), émulsifiant (lécithines de soja), sel, lait écrémé en poudre, perméat de lactosérum (de lait), arômes. Peut contenir œuf.","{'alcohol': 0, 'alcohol_100g': 0, 'alcohol_serving': 0, 'alcohol_unit': '% vol', 'alcohol_value': 0, 'carbohydrates': 14, 'carbohydrates_100g': 70, 'carbohydrates_prepared_unit': 'g', 'carbohydrates_serving': 14, 'carbohydrates_unit': 'g', 'carbohydrates_value': 14, 'carbon-footprint-from-known-ingredients_100g': 15, 'carbon-footprint-from-known-ingredients_product': 45, 'carbon-footprint-from-known-ingredients_serving': 3, 'energy': 392, 'energy-kcal': 93, 'energy-kcal_100g': 465, 'energy-kcal_prepared_unit': 'kcal', 'energy-kcal_serving': 93, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 93, 'energy-kcal_value_computed': 94.3, 'energy-kj': 392, 'energy-kj_100g': 1960, 'energy-kj_prepared_unit': 'kJ', 'energy-kj_serving': 392, 'energy-kj_unit': 'kJ', 'energy-kj_value': 392, 'energy-kj_value_computed': 396, 'energy_100g': 1960, 'energy_prepared_unit': 'kJ', 'energy_serving': 392, 'energy_unit': 'kJ', 'energy_value': 392, 'fat': 3.5, 'fat_100g': 17.5, 'fat_prepared_unit': 'mg', 'fat_serving': 3.5, 'fat_unit': 'g', 'fat_value': 3.5, 'fiber': 0.8, 'fiber_100g': 4, 'fiber_prepared_unit': 'mg', 'fiber_serving': 0.8, 'fiber_unit': 'g', 'fiber_value': 0.8, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 6.80681818181818, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 6.80681818181818, 'nova-group': 4, 'nova-group_100g': 4, 'nova-group_serving': 4, 'nutrition-score-fr': 20, 'nutrition-score-fr_100g': 20, 'proteins': 1.3, 'proteins_100g': 6.5, 'proteins_prepared_unit': 'mg', 'proteins_serving': 1.3, 'proteins_unit': 'g', 'proteins_value': 1.3, 'salt': 0.1, 'salt_100g': 0.5, 'salt_prepared_unit': 'mg', 'salt_serving': 0.1, 'salt_unit': 'g', 'salt_value': 0.1, 'saturated-fat': 1.1, 'saturated-fat_100g': 5.5, 'saturated-fat_prepared_unit': 'mg', 'saturated-fat_serving': 1.1, 'saturated-fat_unit': 'g', 'saturated-fat_value': 1.1, 'sodium': 0.04, 'sodium_100g': 0.2, 'sodium_prepared_unit': 'mg', 'sodium_serving': 0.04, 'sodium_unit': 'g', 'sodium_value': 0.04, 'sugars': 6.3, 'sugars_100g': 31.5, 'sugars_prepared_unit': 'mg', 'sugars_serving': 6.3, 'sugars_unit': 'g', 'sugars_value': 6.3}",2025-11-27 17:52:39
Excellence Noir Prodigieux 90% Cacao,Lindt,"Snacks,Snacks sucrés,Cacao et dérivés,Chocolats,Chocolats noirs,Chocolats noirs en tablette,Chocolats noirs extra fin","Algérie,Autriche,Belgique,Bulgarie,Canada,République tchèque,Finlande,France,Polynésie française,Allemagne,Irlande,Italie,Maurice,Maroc,Pays-Bas,Norvège,La Réunion,Roumanie,Singapour,Espagne,Suède,Suisse,Tunisie,Royaume-Uni","Pâte de cacao, beurre de cacao, cacao maigre, sucre, vanille.","{'added-sugars': 0, 'added-sugars_100g': 0, 'added-sugars_serving': 0, 'added-sugars_unit': 'g', 'added-sugars_value': 0, 'caffeine': 0, 'caffeine_100g': 0, 'caffeine_serving': 0, 'caffeine_unit': 'mg', 'caffeine_value': 0, 'carbohydrates': 14, 'carbohydrates_100g': 14, 'carbohydrates_serving': 1.4, 'carbohydrates_unit': 'g', 'carbohydrates_value': 14, 'choline': 0, 'choline_100g': 0, 'choline_serving': 0, 'choline_unit': 'mg', 'choline_value': 0, 'cocoa': 90, 'cocoa_100g': 90, 'cocoa_label': 'Cocoa (minimum)', 'cocoa_serving': 90, 'cocoa_unit': 'g', 'cocoa_value': 90, 'copper': 0, 'copper_100g': 0, 'copper_serving': 0, 'copper_unit': 'mg', 'copper_value': 0, 'energy': 2477, 'energy-kcal': 592, 'energy-kcal_100g': 592, 'energy-kcal_serving': 59.2, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 592, 'energy-kcal_value_computed': 591, 'energy_100g': 2477, 'energy_serving': 248, 'energy_unit': 'kcal', 'energy_value': 592, 'fat': 55, 'fat_100g': 55, 'fat_serving': 5.5, 'fat_unit': 'g', 'fat_value': 55, 'fiber': 0, 'fiber_100g': 0, 'fiber_serving': 0, 'fiber_unit': 'g', 'fiber_value': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 0, 'iron': 0, 'iron_100g': 0, 'iron_serving': 0, 'iron_unit': 'mg', 'iron_value': 0, 'magnesium': 0, 'magnesium_100g': 0, 'magnesium_serving': 0, 'magnesium_unit': 'mg', 'magnesium_value': 0, 'manganese': 0, 'manganese_100g': 0, 'manganese_serving': 0, 'manganese_unit': 'mg', 'manganese_value': 0, 'nova-group': 3, 'nova-group_100g': 3, 'nova-group_serving': 3, 'nutrition-score-fr': 19, 'nutrition-score-fr_100g': 19, 'phosphorus': 0, 'phosphorus_100g': 0, 'phosphorus_serving': 0, 'phosphorus_unit': 'mg', 'phosphorus_value': 0, 'proteins': 10, 'proteins_100g': 10, 'proteins_serving': 1, 'proteins_unit': 'g', 'proteins_value': 10, 'salt': 0.03, 'salt_100g': 0.03, 'salt_serving': 0.003, 'salt_unit': 'g', 'salt_value': 0.03, 'saturated-fat': 30, 'saturated-fat_100g': 30, 'saturated-fat_serving': 3, 'saturated-fat_unit': 'g', 'saturated-fat_value': 30, 'selenium': 0, 'selenium_100g': 0, 'selenium_serving': 0, 'selenium_unit': 'µg', 'selenium_value': 0, 'sodium': 0.012, 'sodium_100g': 0.012, 'sodium_serving': 0.0012, 'sodium_unit': 'g', 'sodium_value': 0.012, 'starch': 0, 'starch_100g': 0, 'starch_serving': 0, 'starch_unit': 'g', 'starch_value': 0, 'sugars': 7, 'sugars_100g': 7, 'sugars_serving': 0.7, 'sugars_unit': 'g', 'sugars_value': 7, 'vitamin-a': 0, 'vitamin-a_100g': 0, 'vitamin-a_serving': 0, 'vitamin-a_unit': 'µg', 'vitamin-a_value': 0, 'vitamin-b1': 0, 'vitamin-b12': 0, 'vitamin-b12_100g': 0, 'vitamin-b12_serving': 0, 'vitamin-b12_unit': 'µg', 'vitamin-b12_value': 0, 'vitamin-b1_100g': 0, 'vitamin-b1_serving': 0, 'vitamin-b1_unit': 'mg', 'vitamin-b1_value': 0, 'vitamin-b2': 0, 'vitamin-b2_100g': 0, 'vitamin-b2_serving': 0, 'vitamin-b2_unit': 'mg', 'vitamin-b2_value': 0, 'vitamin-b6': 0, 'vitamin-b6_100g': 0, 'vitamin-b6_serving': 0, 'vitamin-b6_unit': 'mg', 'vitamin-b6_value': 0, 'vitamin-b9': 0, 'vitamin-b9_100g': 0, 'vitamin-b9_serving': 0, 'vitamin-b9_unit': 'µg', 'vitamin-b9_value': 0, 'vitamin-c': 0, 'vitamin-c_100g': 0, 'vitamin-c_serving': 0, 'vitamin-c_unit': 'mg', 'vitamin-c_value': 0, 'vitamin-e': 0, 'vitamin-e_100g': 0, 'vitamin-e_serving': 0, 'vitamin-e_unit': 'mg', 'vitamin-e_value': 0, 'vitamin-k': 0, 'vitamin-k_100g': 0, 'vitamin-k_serving': 0, 'vitamin-k_unit': 'µg', 'vitamin-k_value': 0, 'zinc': 0, 'zinc_100g': 0, 'zinc_serving': 0, 'zinc_unit': 'mg', 'zinc_value': 0}",2025-11-27 17:52:39
Oulmes natural carbonated water,Les eaux minérales d'Oulmès S.A.,"Boissons,Boissons gazeuses,Eaux,Eaux de sources,Eaux minérales,Eaux gazeuses,Eaux minérales naturelles,Eaux minérales gazeuses",Maroc,Natural carbonated water 100%,"{'bicarbonate': 0.854, 'bicarbonate_100g': 0.0854, 'bicarbonate_serving': 0.854, 'bicarbonate_unit': 'mg', 'bicarbonate_value': 854, 'calcium': 0.108, 'calcium_100g': 0.0108, 'calcium_serving': 0.108, 'calcium_unit': 'mg', 'calcium_value': 108, 'chloride': 0.284, 'chloride_100g': 0.0284, 'chloride_serving': 0.284, 'chloride_unit': 'mg', 'chloride_value': 284, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 0, 'magnesium': 0.057, 'magnesium_100g': 0.0057, 'magnesium_serving': 0.057, 'magnesium_unit': 'mg', 'magnesium_value': 57, 'nutrition-score-fr': 0, 'nutrition-score-fr_100g': 0, 'potassium': 0.022, 'potassium_100g': 0.0022, 'potassium_serving': 0.022, 'potassium_unit': 'mg', 'potassium_value': 22, 'salt': 0.78375, 'salt_100g': 0.0784, 'salt_serving': 0.78375, 'salt_unit': 'g', 'salt_value': 0.78375, 'sodium': 0.3135, 'sodium_100g': 0.0314, 'sodium_serving': 0.3135, 'sodium_unit': 'g', 'sodium_value': 0.3135}",2025-11-27 17:52:39
